UniProt gene,UniProt description,Surfaceome Label,Surfaceome Label Source,CD number,CSPA category,TM domains,topology,HPA antibody,DrugBank approved drug IDs,UniProt subcellular
GPR39,G-protein coupled receptor 39,surface,pos. trainingset,,1 - high confidence,7,NC:1-27;TM:28-51;CY:52-71;TM:72-93;NC:94-111;TM:112-131;CY:132-151;TM:152-174;NC:175-222;TM:223-244;CY:245-282;TM:283-301;NC:302-320;TM:321-344;CY:345-453,HPA022111,,Cell membrane (Multi-pass membrane protein)
GPR65,Psychosine receptor,surface,pos. trainingset,,1 - high confidence,7,NC:1-17;TM:18-40;CY:41-49;TM:50-71;NC:72-90;TM:91-110;CY:111-129;TM:130-151;NC:152-183;TM:184-203;CY:204-223;TM:224-248;NC:249-270;TM:271-293;CY:294-337,no,,Cell membrane (Multi-pass membrane protein)
GPRC5A,Retinoic acid-induced protein 3,surface,pos. trainingset,,1 - high confidence,7,NC:1-32;TM:33-54;CY:55-67;TM:68-87;NC:88-97;TM:98-118;CY:119-128;TM:129-154;NC:155-176;TM:177-200;CY:201-211;TM:212-232;NC:233-243;TM:244-267;CY:268-357,HPA007928;CAB020771;HPA046526,DB00755,Cell membrane (Multi-pass membrane protein);Cytoplasmic vesicle membrane (Multi-pass membrane protein)
GRID1,"Glutamate receptor ionotropic, delta-1",surface,pos. trainingset,,1 - high confidence,3,SP:1-20;NC:21-562;TM:563-583;CY:584-636;TM:637-658;NC:659-830;TM:831-854;CY:855-1009,no,,"Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)"
GRIK3,"Glutamate receptor ionotropic, kainate 3",surface,pos. trainingset,,1 - high confidence,3,SP:1-31;NC:32-564;TM:565-584;CY:585-638;TM:639-661;NC:662-820;TM:821-845;CY:846-919,HPA014709,,"Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)"
HEG1,Protein HEG homolog 1,surface,pos. trainingset,,1 - high confidence,1,SP:1-29;NC:30-1246;TM:1247-1272;CY:1273-1381,HPA011559,,Cell junction;Cell membrane (Single-pass type I membrane protein);Secreted
HEPACAM,Hepatocyte cell adhesion molecule,surface,machine learning,,1 - high confidence,1,SP:1-33;NC:34-240;TM:241-263;CY:264-416,CAB025486,,Cytoplasm;Membrane (Single-pass type I membrane protein|Cytoplasmic side
HEPACAM2,HEPACAM family member 2,surface,machine learning,,1 - high confidence,1,SP:1-31;NC:32-350;TM:351-372;CY:373-462,HPA012381,,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Cytoplasm, cytoskeleton, spindle;Golgi apparatus membrane (Single-pass type I membrane protein);Midbody"
HFE,Hereditary hemochromatosis protein,surface,machine learning,,1 - high confidence,1,SP:1-22;NC:23-304;TM:305-329;CY:330-348,HPA017276;HPA053470,,Membrane (Single-pass type I membrane protein)
HHLA2,HERV-H LTR-associating protein 2,surface,machine learning,,1 - high confidence,1,SP:1-22;NC:23-346;TM:347-367;CY:368-414,HPA029417,,Membrane (Single-pass type I membrane protein)
HLA-A,"HLA class I histocompatibility antigen, A-74 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-305;TM:306-330;CY:331-365,no,,Membrane (Single-pass type I membrane protein)
HLA-A,"HLA class I histocompatibility antigen, A-80 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-305;TM:306-331;CY:332-365,no,,Membrane (Single-pass type I membrane protein)
HLA-A,"HLA class I histocompatibility antigen, A-29 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-305;TM:306-330;CY:331-365,no,,Membrane (Single-pass type I membrane protein)
HLA-A,"HLA class I histocompatibility antigen, A-2 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-305;TM:306-331;CY:332-365,no,,Membrane (Single-pass type I membrane protein)
HLA-A,"HLA class I histocompatibility antigen, A-25 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-305;TM:306-331;CY:332-365,no,,Membrane (Single-pass type I membrane protein)
HLA-B,"HLA class I histocompatibility antigen, B-41 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-306;TM:307-331;CY:332-362,no,,Membrane (Single-pass type I membrane protein)
HLA-B,"HLA class I histocompatibility antigen, B-44 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-306;TM:307-331;CY:332-362,no,,Membrane (Single-pass type I membrane protein)
HLA-B,"HLA class I histocompatibility antigen, B-78 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-305;TM:306-330;CY:331-362,no,,Membrane (Single-pass type I membrane protein)
HLA-B,"HLA class I histocompatibility antigen, B-14 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-306;TM:307-331;CY:332-362,no,,Membrane (Single-pass type I membrane protein)
HLA-B,"HLA class I histocompatibility antigen, B-49 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-305;TM:306-330;CY:331-362,no,,Membrane (Single-pass type I membrane protein)
HLA-B,"HLA class I histocompatibility antigen, B-47 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-306;TM:307-331;CY:332-362,no,,Membrane (Single-pass type I membrane protein)
HLA-B,"HLA class I histocompatibility antigen, B-57 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-306;TM:307-331;CY:332-362,no,,Membrane (Single-pass type I membrane protein)
HLA-B,"HLA class I histocompatibility antigen, B-27 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-306;TM:307-331;CY:332-362,no,,Membrane (Single-pass type I membrane protein)
HLA-C,"HLA class I histocompatibility antigen, Cw-3 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-305;TM:306-332;CY:333-366,no,,Membrane (Single-pass type I membrane protein)
HLA-C,"HLA class I histocompatibility antigen, Cw-7 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-305;TM:306-331;CY:332-366,no,,Membrane (Single-pass type I membrane protein)
HLA-C,"HLA class I histocompatibility antigen, Cw-14 alpha chain",surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-305;TM:306-332;CY:333-366,no,,Membrane (Single-pass type I membrane protein)
HLA-C,"HLA class I histocompatibility antigen, Cw-16 alpha chain",surface,pos. trainingset,,1 - high confidence,1,SP:1-24;NC:25-305;TM:306-332;CY:333-366,no,,Cell membrane (Single-pass type I membrane protein);Secreted
HLA-DPA1,"HLA class II histocompatibility antigen, DP alpha 1 chain",surface,pos. trainingset,,1 - high confidence,1,SP:1-31;NC:32-223;TM:224-245;CY:246-260,HPA017967,,"Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome membrane (Single- pass type I membrane protein);Golgi apparatus, trans-Golgi network membrane (Single-pass type I membrane protein);Lysosome membrane (Single-pass type I membrane protein)"
HLA-DPB1,"HLA class II histocompatibility antigen, DP beta 1 chain",surface,pos. trainingset,,1 - high confidence,1,SP:1-29;NC:30-226;TM:227-246;CY:247-258,HPA011078,,"Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome membrane (Single- pass type I membrane protein);Golgi apparatus, trans-Golgi network membrane (Single-pass type I membrane protein);Lysosome membrane (Single-pass type I membrane protein)"
HLA-DQA1,"HLA class II histocompatibility antigen, DQ alpha 1 chain",surface,pos. trainingset,,2 - putative;1 - high confidence,1,SP:1-23;NC:24-217;TM:218-239;CY:240-254,HPA012315,,"Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome membrane (Single- pass type I membrane protein);Golgi apparatus, trans-Golgi network membrane (Single-pass type I membrane protein);Lysosome membrane (Single-pass type I membrane protein)"
HLA-DQB1,"HLA class II histocompatibility antigen, DQ beta 1 chain",surface,pos. trainingset,,1 - high confidence,1,SP:1-32;NC:33-230;TM:231-251;CY:252-261,no,DB00071,"Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome membrane (Single- pass type I membrane protein);Golgi apparatus, trans-Golgi network membrane (Single-pass type I membrane protein);Lysosome membrane (Single-pass type I membrane protein)"
HLA-DQB2,"HLA class II histocompatibility antigen, DQ beta 2 chain",surface,pos. trainingset,,1 - high confidence,1,SP:1-32;NC:33-229;TM:230-250;CY:251-268,no,,"Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome membrane (Single-pass type I membrane protein);Golgi apparatus, trans-Golgi network membrane (Single-pass type I membrane protein);Lysosome membrane (Single-pass type I membrane protein)"
HLA-DRA,"HLA class II histocompatibility antigen, DR alpha chain",surface,pos. trainingset,,1 - high confidence,1,SP:1-25;NC:26-218;TM:219-241;CY:242-254,CAB002798;CAB015402;HPA050162;HPA053176,,"Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome membrane (Single- pass type I membrane protein);Golgi apparatus, trans-Golgi network membrane (Single-pass type I membrane protein);Late endosome membrane (Single-pass type I membrane protein);Lysosome membrane (Single-pass type I membrane protein)"
HLA-DRB1,"HLA class II histocompatibility antigen, DRB1-7 beta chain",surface,pos. trainingset,,1 - high confidence,1,SP:1-29;NC:30-228;TM:229-250;CY:251-266,no,,"Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome membrane (Single-pass type I membrane protein);Golgi apparatus, trans-Golgi network membrane (Single-pass type I membrane protein);Late endosome membrane (Single-pass type I membrane protein);Lysosome membrane (Single-pass type I membrane protein)"
HLA-DRB1,"HLA class II histocompatibility antigen, DRB1-4 beta chain",surface,pos. trainingset,,1 - high confidence,1,SP:1-29;NC:30-228;TM:229-250;CY:251-266,no,,"Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome membrane (Single-pass type I membrane protein);Golgi apparatus, trans-Golgi network membrane (Single-pass type I membrane protein);Late endosome membrane (Single-pass type I membrane protein);Lysosome membrane (Single-pass type I membrane protein)"
HLA-DRB5,"HLA class II histocompatibility antigen, DR beta 5 chain",surface,pos. trainingset,,1 - high confidence,1,SP:1-29;NC:30-228;TM:229-250;CY:251-266,HPA043151,,"Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome membrane (Single-pass type I membrane protein);Golgi apparatus, trans-Golgi network membrane (Single-pass type I membrane protein);Late endosome membrane (Single-pass type I membrane protein);Lysosome membrane (Single-pass type I membrane protein)"
HLA-E,"HLA class I histocompatibility antigen, alpha chain E",surface,machine learning,,1 - high confidence,1,SP:1-21;NC:22-302;TM:303-329;CY:330-358,no,,Membrane (Single-pass type I membrane protein)
HLA-F,"HLA class I histocompatibility antigen, alpha chain F",surface,machine learning,,1 - high confidence,1,SP:1-21;NC:22-302;TM:303-329;CY:330-346,no,,Membrane (Single-pass type I membrane protein)
HTR1D,5-hydroxytryptamine receptor 1D,surface,pos. trainingset,,1 - high confidence,7,NC:1-38;TM:39-65;CY:66-74;TM:75-101;NC:102-112;TM:113-134;CY:135-154;TM:155-175;NC:176-195;TM:196-218;CY:219-301;TM:302-324;NC:325-337;TM:338-359;CY:360-377,CAB022770;CAB022775,DB00216;DB00246;DB00248;DB00268;DB00315;DB00320;DB00321;DB00334;DB00363;DB00408;DB00413;DB00589;DB00669;DB00696;DB00714;DB00726;DB00734;DB00918;DB00952;DB00953;DB00998;DB01186;DB01200;DB01224;DB01238;DB01267;DB01392;DB01049;DB01221,Cell membrane (Multi- pass membrane protein)
HTR2B,5-hydroxytryptamine receptor 2B,surface,pos. trainingset,,1 - high confidence,7,NC:1-55;TM:56-79;CY:80-90;TM:91-117;NC:118-129;TM:130-151;CY:152-171;TM:172-192;NC:193-217;TM:218-242;CY:243-324;TM:325-348;NC:349-362;TM:363-383;CY:384-481,CAB011448;HPA012867,DB00216;DB00247;DB00248;DB00268;DB00320;DB00334;DB00370;DB00413;DB00508;DB00543;DB00589;DB00714;DB00805;DB01142;DB01186;DB01200;DB01239;DB01242;DB01392;DB06148;DB06216;DB01049;DB00477;DB01221,"Cell junction, synapse, synaptosome;Cell membrane (Multi-pass membrane protein)"
HYAL2,Hyaluronidase-2,surface,GPI (UniProt),,1 - high confidence,0,SP:1-20;NC:21-473,HPA036436,,"Cell membrane (Lipid-anchor, GPI-anchor)"
ICAM1,Intercellular adhesion molecule 1,surface,machine learning,CD54,1 - high confidence,1,SP:1-27;NC:28-480;TM:481-503;CY:504-532,HPA002126;CAB002142;HPA004877,DB00108;DB08818,Membrane (Single-pass type I membrane protein)
ICAM2,Intercellular adhesion molecule 2,surface,machine learning,CD102,1 - high confidence,1,SP:1-23;NC:24-223;TM:224-248;CY:249-275,HPA002020,,Membrane (Single-pass type I membrane protein)
ICAM3,Intercellular adhesion molecule 3,surface,machine learning,CD50,1 - high confidence,1,SP:1-29;NC:30-485;TM:486-510;CY:511-547,CAB002498,,Membrane (Single-pass type I membrane protein)
ICAM5,Intercellular adhesion molecule 5,surface,machine learning,,1 - high confidence,1,SP:1-30;NC:31-834;TM:835-860;CY:861-924,HPA008943;HPA009083;CAB025178,,Membrane (Single-pass type I membrane protein)
ICOSLG,ICOS ligand,surface,machine learning,CD275,1 - high confidence,1,SP:1-18;NC:19-254;TM:255-276;CY:277-302,CAB026037,,Membrane (Single-pass type I membrane protein)
IFNAR1,Interferon alpha/beta receptor 1,surface,machine learning,,1 - high confidence,1,SP:1-23;NC:24-436;TM:437-457;CY:458-557,HPA018015;HPA029226,DB00008;DB00011;DB00018;DB00022;DB00034;DB00060;DB00068;DB00069;DB00105;DB05258,Membrane (Single-pass type I membrane protein)
IFNAR2,Interferon alpha/beta receptor 2,surface,pos. trainingset,,1 - high confidence,1,SP:1-26;NC:27-243;TM:244-267;CY:268-515,CAB025889;HPA029229,DB00008;DB00011;DB00018;DB00022;DB00034;DB00060;DB00068;DB00069;DB00105,Membrane (Single-pass type I membrane protein);Membrane (Single-pass type I membrane protein);Secreted
IFNGR1,Interferon gamma receptor 1,surface,machine learning,CD119,1 - high confidence,1,SP:1-17;NC:18-246;TM:247-270;CY:271-489,CAB004444;HPA029213,DB00033,Membrane (Single-pass type I membrane protein)
IGDCC4,Immunoglobulin superfamily DCC subclass member 4,surface,pos. trainingset,,1 - high confidence,1,SP:1-24;NC:25-955;TM:956-978;CY:979-1250,HPA008576,,Cell membrane (Single-pass type I membrane protein)
IGF1R,Insulin-like growth factor 1 receptor,surface,pos. trainingset,CD221,1 - high confidence,1,SP:1-30;NC:31-932;TM:933-958;CY:959-1367,CAB010268;HPA045563,DB00030;DB00046;DB00047;DB00071;DB01277,Cell membrane (Single-pass type I membrane protein)
IGF2R,Cation-independent mannose-6-phosphate receptor,surface,machine learning,CD222,1 - high confidence,1,SP:1-42;NC:43-2304;TM:2305-2327;CY:2328-2491,CAB009661;HPA011332,DB01277,Lysosome membrane (Single-pass type I membrane protein)
IGSF1,Immunoglobulin superfamily member 1,surface,machine learning,,1 - high confidence,2,SP:1-28;NC:29-519;TM:520-539;CY:540-559;TM:560-580;NC:581-1336,HPA035582,,Membrane (Multi- pass membrane protein);Membrane (Multi- pass membrane protein);Secreted
IGSF3,Immunoglobulin superfamily member 3,surface,machine learning,,1 - high confidence,1,SP:1-19;NC:20-1124;TM:1125-1147;CY:1148-1194,HPA036305;HPA036306,,Membrane (Single-pass type I membrane protein)
IGSF8,Immunoglobulin superfamily member 8,surface,pos. trainingset,CD316,1 - high confidence,1,SP:1-27;NC:28-579;TM:580-606;CY:607-613,HPA011917,,Cell membrane (Single-pass membrane protein)
IL10RA,Interleukin-10 receptor subunit alpha,surface,machine learning,CD210,1 - high confidence,1,SP:1-23;NC:24-235;TM:236-259;CY:260-578,no,,Membrane (Single-pass type I membrane protein)
IL10RB,Interleukin-10 receptor subunit beta,surface,pos. trainingset,CDw210b,1 - high confidence,1,SP:1-19;NC:20-220;TM:221-247;CY:248-325,CAB020670;HPA047550,,Membrane (Single-pass type I membrane protein)
IL13RA1,Interleukin-13 receptor subunit alpha-1,surface,machine learning,CD213a1,1 - high confidence,1,SP:1-26;NC:27-343;TM:344-367;CY:368-427,HPA000293;HPA001008;HPA001587,,Membrane (Single-pass type I membrane protein)
IL13RA2,Interleukin-13 receptor subunit alpha-2,surface,machine learning,CD213a2,1 - high confidence,1,SP:1-21;NC:22-343;TM:344-363;CY:364-380,HPA055552,,Membrane (Single-pass type I membrane protein)
IL17RA,Interleukin-17 receptor A,surface,pos. trainingset,CD217,1 - high confidence,1,SP:1-32;NC:33-319;TM:320-344;CY:345-866,CAB024996,,Membrane (Single- pass type I membrane protein);Secreted
IL17RB,Interleukin-17 receptor B,surface,pos. trainingset,,1 - high confidence,1,SP:1-17;NC:18-289;TM:290-313;CY:314-502,HPA005482,,Cell membrane (Single-pass type I membrane protein);Secreted
IL17RD,Interleukin-17 receptor D,surface,pos. trainingset,,1 - high confidence,1,SP:1-16;NC:17-297;TM:298-320;CY:321-739,HPA039577;HPA043550,,Cell membrane (Single-pass type I membrane protein);Golgi apparatus membrane (Single-pass type I membrane protein);Cytoplasm
IL18R1,Interleukin-18 receptor 1,surface,machine learning,CD218a,1 - high confidence,1,SP:1-19;NC:20-330;TM:331-352;CY:353-541,HPA007615,,Membrane (Single-pass type I membrane protein)
IL1R1,Interleukin-1 receptor type 1,surface,pos. trainingset,CD121a,1 - high confidence,1,SP:1-20;NC:21-336;TM:337-359;CY:360-569,CAB007779,DB00026,Cell membrane;Membrane (Single-pass type I membrane protein);Secreted
IL1R2,Interleukin-1 receptor type 2,surface,pos. trainingset,CD121b,1 - high confidence,1,SP:1-18;NC:19-347;TM:348-369;CY:370-398,HPA027597;HPA027598,,Cell membrane (Single-pass type I membrane protein);Secreted
IL1RAP,Interleukin-1 receptor accessory protein,surface,pos. trainingset,,1 - high confidence,1,SP:1-20;NC:21-363;TM:364-383;CY:384-570,HPA035293,,Cell membrane (Single-pass type I membrane protein);Secreted;Secreted
IL1RL2,Interleukin-1 receptor-like 2,surface,machine learning,,1 - high confidence,1,SP:1-19;NC:20-335;TM:336-359;CY:360-575,HPA015485,,Membrane (Single-pass type I membrane protein)
IL27RA,Interleukin-27 receptor subunit alpha,surface,machine learning,,1 - high confidence,1,SP:1-36;NC:37-516;TM:517-538;CY:539-636,no,,Membrane (Single-pass type I membrane protein)
IL2RA,Interleukin-2 receptor subunit alpha,surface,machine learning,CD25,1 - high confidence,1,SP:1-21;NC:22-238;TM:239-261;CY:262-272,CAB002419;HPA054622,DB00004;DB00041;DB00074;DB00111,Membrane (Single-pass type I membrane protein)
IL2RB,Interleukin-2 receptor subunit beta,surface,machine learning,CD122,1 - high confidence,1,SP:1-26;NC:27-242;TM:243-265;CY:266-551,HPA062657,DB00004;DB00041;DB00074;DB00111,Membrane (Single-pass type I membrane protein)
IL2RG,Cytokine receptor common subunit gamma,surface,machine learning,CD132,1 - high confidence,1,SP:1-22;NC:23-257;TM:258-283;CY:284-369,HPA046641,DB00004;DB00041,Membrane (Single-pass type I membrane protein)
IL3RA,Interleukin-3 receptor subunit alpha,surface,machine learning,CD123,1 - high confidence,1,SP:1-19;NC:20-306;TM:307-329;CY:330-378,HPA003539;CAB018374,DB00020,Membrane (Single-pass type I membrane protein)
IL4R,Interleukin-4 receptor subunit alpha,surface,pos. trainingset,CD124,1 - high confidence,1,SP:1-23;NC:24-232;TM:233-254;CY:255-825,CAB004451;HPA050124,,Cell membrane (Single-pass type I membrane protein);Secreted
IL5RA,Interleukin-5 receptor subunit alpha,surface,machine learning,CD125,1 - high confidence,1,SP:1-20;NC:21-341;TM:342-362;CY:363-420,HPA013196,,Membrane (Single-pass type I membrane protein)
