UniProt gene,UniProt description,Surfaceome Label,Surfaceome Label Source,CD number,CSPA category,TM domains,topology,HPA antibody,DrugBank approved drug IDs,UniProt subcellular
GPC4,Glypican-4,surface,GPI (UniProt),,1 - high confidence,0,SP:1-22;NC:23-556,HPA030836,,"Cell membrane (Lipid-anchor, GPI-anchor|Extracellular side;Secreted, extracellular space"
GPC5,Glypican-5,surface,GPI (UniProt),,1 - high confidence,0,SP:1-26;NC:27-572,CAB025506;HPA044081,,"Cell membrane (Lipid-anchor, GPI-anchor|Extracellular side;Secreted, extracellular space"
GPC6,Glypican-6,surface,GPI (UniProt),,,0,SP:1-23;NC:24-555,HPA017671,,"Cell membrane (Lipid-anchor, GPI-anchor|Extracellular side;Secreted, extracellular space"
GPER1,G-protein coupled estrogen receptor 1,surface,machine learning,,,7,NC:1-58;TM:59-84;CY:85-95;TM:96-117;NC:118-131;TM:132-153;CY:154-173;TM:174-196;NC:197-218;TM:219-241;CY:242-260;TM:261-283;NC:284-305;TM:306-327;CY:328-375,HPA027052,,"Basolateral cell membrane (Multi-pass membrane protein);Cell junction, synapse, postsynaptic cell membrane, postsynaptic density;Cell membrane (Multi- pass membrane protein);Cell projection, axon;Cell projection, dendrite;Cell projection, dendritic spine membrane (Multi-pass membrane protein);Cytoplasm;Cytoplasm, cytoskeleton;Cytoplasm, perinuclear region;Cytoplasmic vesicle membrane (Multi-pass membrane protein);Early endosome;Endoplasmic reticulum membrane (Multi-pass membrane protein);Golgi apparatus membrane (Multi-pass membrane protein);Golgi apparatus, trans-Golgi network;Mitochondrion membrane (Multi-pass membrane protein);Nucleus;Recycling endosome"
GPIHBP1,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1,surface,GPI (UniProt),,,0,SP:1-20;NC:21-184,no,,"Apical cell membrane (Lipid- anchor, GPI-anchor);Basolateral cell membrane (Lipid-anchor, GPI-anchor);Cell membrane (Peripheral membrane protein|Extracellular side"
GPM6A,Neuronal membrane glycoprotein M6-a,surface,machine learning,,,4,CY:1-20;TM:21-43;NC:44-82;TM:83-105;CY:106-125;TM:126-149;NC:150-210;TM:211-234;CY:235-278,HPA017338,,"Cell membrane (Multi-pass membrane protein);Cell projection, axon;Cell projection, dendritic spine;Cell projection, filopodium"
GPM6B,Neuronal membrane glycoprotein M6-b,surface,pos. trainingset,,1 - high confidence,4,CY:1-28;TM:29-51;NC:52-88;TM:89-111;CY:112-131;TM:132-156;NC:157-222;TM:223-245;CY:246-265,HPA002913,,Cell membrane (Multi-pass membrane protein)
GPNMB,Transmembrane glycoprotein NMB,surface,pos. trainingset,,1 - high confidence,1,SP:1-21;NC:22-494;TM:495-513;CY:514-572,CAB026224;HPA044969,,Cell membrane (Single-pass type I membrane protein);Melanosome
GPR1,G-protein coupled receptor 1,surface,machine learning,,,7,NC:1-37;TM:38-62;CY:63-73;TM:74-95;NC:96-114;TM:115-134;CY:135-153;TM:154-175;NC:176-210;TM:211-233;CY:234-244;TM:245-265;NC:266-284;TM:285-307;CY:308-355,HPA010525,,Cell membrane (Multi-pass membrane protein)
GPR101,Probable G-protein coupled receptor 101,surface,pos. trainingset,,,7,NC:1-31;TM:32-57;CY:58-68;TM:69-90;NC:91-106;TM:107-127;CY:128-147;TM:148-169;NC:170-192;TM:193-218;CY:219-399;TM:400-425;NC:426-430;TM:431-454;CY:455-508,HPA001084,,Cell membrane (Multi-pass membrane protein)
GPR107,Protein GPR107,surface,machine learning,,1 - high confidence,7,SP:1-18;NC:19-264;TM:265-284;CY:285-295;TM:296-314;NC:315-333;TM:334-357;CY:358-368;TM:369-387;NC:388-402;TM:403-421;CY:422-496;TM:497-519;NC:520-524;TM:525-544;CY:545-600,HPA031704,,"Golgi apparatus, trans-Golgi network membrane (Multi-pass membrane protein)"
GPR108,Protein GPR108,surface,machine learning,,,7,NC:1-261;TM:262-282;CY:283-293;TM:294-317;NC:318-328;TM:329-355;CY:356-366;TM:367-385;NC:386-396;TM:397-419;CY:420-446;TM:447-469;NC:470-474;TM:475-494;CY:495-543,HPA041924;HPA041951;HPA063863,,Membrane (Multi-pass membrane protein)
GPR119,Glucose-dependent insulinotropic receptor,surface,pos. trainingset,,,7,NC:1-11;TM:12-33;CY:34-39;TM:40-62;NC:63-81;TM:82-100;CY:101-120;TM:121-143;NC:144-163;TM:164-186;CY:187-222;TM:223-247;NC:248-262;TM:263-282;CY:283-335,no,,Cell membrane (Multi-pass membrane protein)
GPR12,G-protein coupled receptor 12,surface,machine learning,,,7,NC:1-46;TM:47-70;CY:71-78;TM:79-103;NC:104-114;TM:115-135;CY:136-155;TM:156-179;NC:180-198;TM:199-218;CY:219-250;TM:251-273;NC:274-280;TM:281-302;CY:303-334,HPA050972,,Cell membrane (Multi-pass membrane protein)
GPR132,Probable G-protein coupled receptor 132,surface,pos. trainingset,,1 - high confidence,7,NC:1-43;TM:44-68;CY:69-76;TM:77-100;NC:101-117;TM:118-138;CY:139-158;TM:159-178;NC:179-197;TM:198-222;CY:223-243;TM:244-268;NC:269-286;TM:287-311;CY:312-380,HPA029694;HPA029695,,Cell membrane (Multi-pass membrane protein)
GPR137,Integral membrane protein GPR137,surface,machine learning,,,7,NC:1-27;TM:28-50;CY:51-60;TM:61-81;NC:82-92;TM:93-116;CY:117-136;TM:137-161;NC:162-175;TM:176-198;CY:199-217;TM:218-242;NC:243-272;TM:273-295;CY:296-417,HPA062871,,Membrane (Multi-pass membrane protein)
GPR137B,Integral membrane protein GPR137B,surface,machine learning,,,7,NC:1-46;TM:47-68;CY:69-79;TM:80-100;NC:101-111;TM:112-136;CY:137-155;TM:156-180;NC:181-192;TM:193-214;CY:215-233;TM:234-258;NC:259-290;TM:291-313;CY:314-399,HPA026422,,Lysosome membrane (Multi-pass membrane protein)
GPR137C,Integral membrane protein GPR137C,surface,machine learning,,,7,NC:1-49;TM:50-72;CY:73-83;TM:84-105;NC:106-124;TM:125-145;CY:146-165;TM:166-189;NC:190-200;TM:201-223;CY:224-242;TM:243-267;NC:268-299;TM:300-322;CY:323-429,HPA030763,,Membrane (Multi-pass membrane protein)
GPR139,Probable G-protein coupled receptor 139,surface,machine learning,,,7,NC:1-29;TM:30-52;CY:53-62;TM:63-86;NC:87-106;TM:107-128;CY:129-147;TM:148-166;NC:167-181;TM:182-208;CY:209-227;TM:228-252;NC:253-268;TM:269-288;CY:289-353,HPA046596,,Cell membrane (Multi-pass membrane protein)
GPR141,Probable G-protein coupled receptor 141,surface,pos. trainingset,,,7,NC:1-19;TM:20-43;CY:44-53;TM:54-75;NC:76-94;TM:95-116;CY:117-131;TM:132-152;NC:153-180;TM:181-207;CY:208-227;TM:228-248;NC:249-267;TM:268-286;CY:287-305,no,,Cell membrane (Multi-pass membrane protein)
GPR142,Probable G-protein coupled receptor 142,surface,machine learning,,,7,NC:1-158;TM:159-179;CY:180-192;TM:193-217;NC:218-236;TM:237-257;CY:258-277;TM:278-297;NC:298-314;TM:315-337;CY:338-356;TM:357-380;NC:381-395;TM:396-417;CY:418-462,HPA031392,,Cell membrane (Multi-pass membrane protein)
GPR143,G-protein coupled receptor 143,surface,machine learning,,,7,NC:1-27;TM:28-49;CY:50-74;TM:75-95;NC:96-120;TM:121-143;CY:144-154;TM:155-176;NC:177-194;TM:195-213;CY:214-245;TM:246-270;NC:271-289;TM:290-314;CY:315-404,HPA003648,,Apical cell membrane (Multi-pass membrane protein);Golgi apparatus;Lysosome membrane (Multi-pass membrane protein);Melanosome membrane (Multi- pass membrane protein)
GPR146,Probable G-protein coupled receptor 146,surface,pos. trainingset,,,7,NC:1-28;TM:29-53;CY:54-64;TM:65-85;NC:86-104;TM:105-125;CY:126-146;TM:147-167;NC:168-189;TM:190-213;CY:214-233;TM:234-259;NC:260-279;TM:280-299;CY:300-333,no,,Cell membrane (Multi-pass membrane protein)
GPR148,Probable G-protein coupled receptor 148,surface,pos. trainingset,,,7,NC:1-48;TM:49-74;CY:75-85;TM:86-107;NC:108-126;TM:127-151;CY:152-163;TM:164-186;NC:187-214;TM:215-240;CY:241-260;TM:261-282;NC:283-299;TM:300-322;CY:323-347,HPA060527,,Cell membrane (Multi-pass membrane protein)
GPR149,Probable G-protein coupled receptor 149,surface,pos. trainingset,,,7,NC:1-33;TM:34-56;CY:57-66;TM:67-90;NC:91-109;TM:110-131;CY:132-150;TM:151-175;NC:176-188;TM:189-210;CY:211-310;TM:311-331;NC:332-344;TM:345-363;CY:364-731,HPA018020,,Cell membrane (Multi-pass membrane protein)
GPR15,G-protein coupled receptor 15,surface,pos. trainingset,,,7,NC:1-34;TM:35-58;CY:59-67;TM:68-90;NC:91-119;TM:120-139;CY:140-148;TM:149-170;NC:171-193;TM:194-218;CY:219-238;TM:239-259;NC:260-285;TM:286-305;CY:306-360,HPA013775,,Cell membrane (Multi-pass membrane protein)
GPR150,Probable G-protein coupled receptor 150,surface,pos. trainingset,,,7,NC:1-11;TM:12-30;CY:31-45;TM:46-64;NC:65-83;TM:84-106;CY:107-160;TM:161-182;NC:183-232;TM:233-257;CY:258-296;TM:297-317;NC:318-334;TM:335-355;CY:356-434,HPA026635,,Cell membrane (Multi-pass membrane protein)
GPR151,Probable G-protein coupled receptor 151,surface,pos. trainingset,,,7,NC:1-37;TM:38-63;CY:64-74;TM:75-96;NC:97-115;TM:116-140;CY:141-151;TM:152-170;NC:171-204;TM:205-226;CY:227-247;TM:248-273;NC:274-285;TM:286-308;CY:309-419,no,,Cell membrane (Multi-pass membrane protein)
GPR152,Probable G-protein coupled receptor 152,surface,pos. trainingset,,,7,NC:1-33;TM:34-54;CY:55-65;TM:66-87;NC:88-105;TM:106-127;CY:128-146;TM:147-169;NC:170-195;TM:196-215;CY:216-257;TM:258-276;NC:277-282;TM:283-302;CY:303-470,HPA035078,,Cell membrane (Multi-pass membrane protein)
GPR153,Probable G-protein coupled receptor 153,surface,pos. trainingset,,,7,NC:1-11;TM:12-32;CY:33-43;TM:44-65;NC:66-85;TM:86-106;CY:107-126;TM:127-150;NC:151-169;TM:170-198;CY:199-243;TM:244-265;NC:266-274;TM:275-299;CY:300-609,HPA007159,,Cell membrane (Multi-pass membrane protein)
GPR155,Integral membrane protein GPR155,surface,machine learning,,2 - putative,17,NC:1-41;TM:42-60;CY:61-79;TM:80-97;NC:98-102;TM:103-124;CY:125-134;TM:135-154;NC:155-165;TM:166-188;CY:189-209;TM:210-232;NC:233-244;TM:245-264;CY:265-274;TM:275-293;NC:294-312;TM:313-334;CY:335-344;TM:345-366;NC:367-382;TM:383-403;CY:404-414;TM:415-434;NC:435-439;TM:440-461;CY:462-479;TM:480-501;NC:502-520;TM:521-541;CY:542-658;TM:659-680;NC:681-691;TM:692-713;CY:714-870,HPA036159,,Membrane (Multi-pass membrane protein)
GPR156,Probable G-protein coupled receptor 156,surface,pos. trainingset,,,7,NC:1-47;TM:48-72;CY:73-85;TM:86-107;NC:108-121;TM:122-142;CY:143-163;TM:164-185;NC:186-222;TM:223-245;CY:246-257;TM:258-281;NC:282-286;TM:287-309;CY:310-814,HPA028642;HPA028644,,Cell membrane (Multi-pass membrane protein)
GPR157,Probable G-protein coupled receptor 157,surface,pos. trainingset,,,7,NC:1-15;TM:16-38;CY:39-48;TM:49-68;NC:69-87;TM:88-108;CY:109-119;TM:120-142;NC:143-167;TM:168-192;CY:193-226;TM:227-247;NC:248-258;TM:259-282;CY:283-335,HPA028697,,Cell membrane (Multi-pass membrane protein)
GPR158,Probable G-protein coupled receptor 158,surface,pos. trainingset,,,7,SP:1-24;NC:25-416;TM:417-440;CY:441-451;TM:452-474;NC:475-485;TM:486-505;CY:506-525;TM:526-545;NC:546-579;TM:580-600;CY:601-611;TM:612-633;NC:634-643;TM:644-664;CY:665-1215,HPA013185,,Cell membrane (Multi-pass membrane protein)
GPR160,Probable G-protein coupled receptor 160,surface,pos. trainingset,,,7,NC:1-24;TM:25-45;CY:46-56;TM:57-79;NC:80-90;TM:91-116;CY:117-136;TM:137-156;NC:157-179;TM:180-201;CY:202-243;TM:244-265;NC:266-276;TM:277-294;CY:295-338,HPA006970,,Cell membrane (Multi-pass membrane protein)
GPR161,G-protein coupled receptor 161,surface,machine learning,,,7,NC:1-26;TM:27-53;CY:54-64;TM:65-85;NC:86-103;TM:104-123;CY:124-143;TM:144-166;NC:167-190;TM:191-211;CY:212-267;TM:268-288;NC:289-307;TM:308-327;CY:328-529,HPA015576,,"Cell membrane (Multi-pass membrane protein);Cell projection, cilium membrane (Multi-pass membrane protein)"
GPR162,Probable G-protein coupled receptor 162,surface,machine learning,,,7,NC:1-16;TM:17-38;CY:39-49;TM:50-73;NC:74-92;TM:93-113;CY:114-133;TM:134-155;NC:156-174;TM:175-201;CY:202-271;TM:272-295;NC:296-302;TM:303-325;CY:326-588,HPA055135,,Cell membrane (Multi-pass membrane protein)
GPR17,Uracil nucleotide/cysteinyl leukotriene receptor,surface,pos. trainingset,,,7,NC:1-62;TM:63-85;CY:86-96;TM:97-117;NC:118-135;TM:136-154;CY:155-173;TM:174-196;NC:197-220;TM:221-243;CY:244-263;TM:264-281;NC:282-307;TM:308-328;CY:329-367,HPA029766,,Cell membrane (Multi-pass membrane protein)
GPR171,Probable G-protein coupled receptor 171,surface,pos. trainingset,,,7,NC:1-19;TM:20-40;CY:41-51;TM:52-73;NC:74-87;TM:88-110;CY:111-129;TM:130-151;NC:152-177;TM:178-201;CY:202-221;TM:222-241;NC:242-268;TM:269-288;CY:289-319,HPA062429,,Cell membrane (Multi-pass membrane protein)
GPR173,Probable G-protein coupled receptor 173,surface,machine learning,,,7,NC:1-23;TM:24-48;CY:49-59;TM:60-80;NC:81-98;TM:99-123;CY:124-135;TM:136-157;NC:158-186;TM:187-209;CY:210-287;TM:288-310;NC:311-321;TM:322-343;CY:344-373,HPA003905,,Cell membrane (Multi-pass membrane protein)
GPR174,Probable G-protein coupled receptor 174,surface,pos. trainingset,,1 - high confidence,7,NC:1-22;TM:23-46;CY:47-54;TM:55-79;NC:80-89;TM:90-114;CY:115-134;TM:135-155;NC:156-182;TM:183-206;CY:207-227;TM:228-249;NC:250-268;TM:269-294;CY:295-333,HPA041025,,Cell membrane (Multi-pass membrane protein)
GPR176,Probable G-protein coupled receptor 176,surface,pos. trainingset,,1 - high confidence,7,NC:1-45;TM:46-67;CY:68-78;TM:79-102;NC:103-121;TM:122-141;CY:142-161;TM:162-183;NC:184-203;TM:204-228;CY:229-266;TM:267-288;NC:289-298;TM:299-321;CY:322-515,HPA039943;HPA039979,,Cell membrane (Multi-pass membrane protein)
GPR179,Probable G-protein coupled receptor 179,surface,machine learning,,,7,SP:1-27;NC:28-378;TM:379-402;CY:403-412;TM:413-438;NC:439-449;TM:450-469;CY:470-489;TM:490-511;NC:512-543;TM:544-564;CY:565-575;TM:576-597;NC:598-605;TM:606-629;CY:630-2367,no,,Cell membrane (Multi-pass membrane protein)
GPR18,N-arachidonyl glycine receptor,surface,pos. trainingset,,,7,NC:1-22;TM:23-47;CY:48-58;TM:59-81;NC:82-94;TM:95-117;CY:118-137;TM:138-160;NC:161-191;TM:192-213;CY:214-232;TM:233-256;NC:257-266;TM:267-289;CY:290-331,HPA013873,DB00145,Cell membrane (Multi-pass membrane protein)
GPR180,Integral membrane protein GPR180,surface,machine learning,,,7,SP:1-22;NC:23-172;TM:173-193;CY:194-204;TM:205-226;NC:227-248;TM:249-269;CY:270-283;TM:284-304;NC:305-322;TM:323-344;CY:345-358;TM:359-382;NC:383-388;TM:389-409;CY:410-440,HPA047250,,Membrane (Multi-pass membrane protein)
GPR182,G-protein coupled receptor 182,surface,pos. trainingset,,,7,NC:1-54;TM:55-78;CY:79-89;TM:90-111;NC:112-130;TM:131-152;CY:153-172;TM:173-194;NC:195-213;TM:214-237;CY:238-256;TM:257-278;NC:279-296;TM:297-322;CY:323-404,HPA027037,,Cell membrane (Multi-pass membrane protein)
GPR183,G-protein coupled receptor 183,surface,pos. trainingset,,,7,NC:1-35;TM:36-57;CY:58-72;TM:73-93;NC:94-105;TM:106-127;CY:128-147;TM:148-168;NC:169-193;TM:194-217;CY:218-242;TM:243-268;NC:269-287;TM:288-312;CY:313-361,HPA028847;CAB033690,,Cell membrane (Multi-pass membrane protein)
GPR19,Probable G-protein coupled receptor 19,surface,pos. trainingset,,,7,NC:1-67;TM:68-90;CY:91-101;TM:102-123;NC:124-142;TM:143-164;CY:165-183;TM:184-202;NC:203-221;TM:222-243;CY:244-277;TM:278-298;NC:299-309;TM:310-329;CY:330-415,HPA013955,,Cell membrane (Multi-pass membrane protein)
GPR20,G-protein coupled receptor 20,surface,pos. trainingset,,,7,NC:1-50;TM:51-74;CY:75-87;TM:88-107;NC:108-126;TM:127-147;CY:148-166;TM:167-190;NC:191-196;TM:197-219;CY:220-238;TM:239-258;NC:259-276;TM:277-300;CY:301-358,no,,Cell membrane (Multi-pass membrane protein)
GPR21,Probable G-protein coupled receptor 21,surface,pos. trainingset,,,7,NC:1-31;TM:32-58;CY:59-70;TM:71-92;NC:93-103;TM:104-125;CY:126-145;TM:146-168;NC:169-189;TM:190-214;CY:215-252;TM:253-273;NC:274-285;TM:286-307;CY:308-349,HPA041651,,Cell membrane (Multi-pass membrane protein)
GPR22,Probable G-protein coupled receptor 22,surface,pos. trainingset,,,7,NC:1-43;TM:44-66;CY:67-85;TM:86-105;NC:106-116;TM:117-137;CY:138-156;TM:157-177;NC:178-208;TM:209-231;CY:232-310;TM:311-332;NC:333-345;TM:346-369;CY:370-433,HPA012043,,Cell membrane (Multi-pass membrane protein)
GPR25,Probable G-protein coupled receptor 25,surface,pos. trainingset,,,7,NC:1-42;TM:43-65;CY:66-76;TM:77-99;NC:100-124;TM:125-145;CY:146-155;TM:156-177;NC:178-201;TM:202-223;CY:224-243;TM:244-267;NC:268-286;TM:287-310;CY:311-361,no,,Cell membrane (Multi-pass membrane protein)
GPR26,G-protein coupled receptor 26,surface,pos. trainingset,,,7,NC:1-5;TM:6-31;CY:32-42;TM:43-68;NC:69-80;TM:81-102;CY:103-122;TM:123-149;NC:150-168;TM:169-194;CY:195-242;TM:243-263;NC:264-274;TM:275-297;CY:298-337,no,,Cell membrane (Multi-pass membrane protein)
GPR27,Probable G-protein coupled receptor 27,surface,machine learning,,,7,NC:1-21;TM:22-44;CY:45-55;TM:56-78;NC:79-97;TM:98-122;CY:123-133;TM:134-156;NC:157-182;TM:183-207;CY:208-284;TM:285-306;NC:307-317;TM:318-341;CY:342-375,HPA029395,,Cell membrane (Multi-pass membrane protein)
GPR3,G-protein coupled receptor 3,surface,pos. trainingset,,,7,NC:1-41;TM:42-66;CY:67-75;TM:76-99;NC:100-109;TM:110-132;CY:133-152;TM:153-175;NC:176-194;TM:195-214;CY:215-245;TM:246-265;NC:266-276;TM:277-299;CY:300-330,CAB006254,,Cell membrane (Multi-pass membrane protein)
GPR31,"12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor",surface,machine learning,,,7,NC:1-11;TM:12-40;CY:41-51;TM:52-76;NC:77-87;TM:88-110;CY:111-129;TM:130-152;NC:153-175;TM:176-201;CY:202-221;TM:222-244;NC:245-269;TM:270-289;CY:290-319,HPA014014;HPA027108,,Cell membrane (Multi-pass membrane protein)
GPR32,Probable G-protein coupled receptor 32,surface,pos. trainingset,,,7,NC:1-44;TM:45-68;CY:69-79;TM:80-103;NC:104-115;TM:116-137;CY:138-157;TM:158-177;NC:178-217;TM:218-238;CY:239-257;TM:258-281;NC:282-295;TM:296-319;CY:320-356,HPA030330,,Cell membrane (Multi-pass membrane protein)
GPR33,Probable G-protein coupled receptor 33,surface,machine learning,,,7,NC:1-29;TM:30-53;CY:54-64;TM:65-84;NC:85-103;TM:104-124;CY:125-143;TM:144-166;NC:167-205;TM:206-225;CY:226-245;TM:246-263;NC:264-280;TM:281-302;CY:303-333,no,,Cell membrane (Multi-pass membrane protein)
GPR34,Probable G-protein coupled receptor 34,surface,machine learning,,,7,NC:1-59;TM:60-80;CY:81-91;TM:92-113;NC:114-131;TM:132-150;CY:151-170;TM:171-193;NC:194-216;TM:217-241;CY:242-268;TM:269-291;NC:292-310;TM:311-330;CY:331-381,HPA010668;CAB025490,,Cell membrane (Multi-pass membrane protein)
GPR35,G-protein coupled receptor 35,surface,pos. trainingset,,,7,NC:1-22;TM:23-45;CY:46-56;TM:57-78;NC:79-95;TM:96-114;CY:115-132;TM:133-154;NC:155-173;TM:174-198;CY:199-218;TM:219-239;NC:240-256;TM:257-279;CY:280-309,no,,Cell membrane (Multi-pass membrane protein)
GPR37,Prosaposin receptor GPR37,surface,machine learning,,,7,SP:1-29;NC:30-260;TM:261-287;CY:288-298;TM:299-320;NC:321-338;TM:339-358;CY:359-379;TM:380-400;NC:401-442;TM:443-465;CY:466-491;TM:492-518;NC:519-531;TM:532-552;CY:553-613,no,,Cell membrane (Multi-pass membrane protein);Endoplasmic reticulum membrane (Multi-pass membrane protein)
GPR37L1,Prosaposin receptor GPR37L1,surface,pos. trainingset,,,7,SP:1-24;NC:25-129;TM:130-156;CY:157-167;TM:168-188;NC:189-207;TM:208-227;CY:228-247;TM:248-271;NC:272-309;TM:310-333;CY:334-360;TM:361-385;NC:386-397;TM:398-419;CY:420-481,no,,Cell membrane (Multi-pass membrane protein)
GPR39,G-protein coupled receptor 39,surface,pos. trainingset,,1 - high confidence,7,NC:1-27;TM:28-51;CY:52-71;TM:72-93;NC:94-111;TM:112-131;CY:132-151;TM:152-174;NC:175-222;TM:223-244;CY:245-282;TM:283-301;NC:302-320;TM:321-344;CY:345-453,HPA022111,,Cell membrane (Multi-pass membrane protein)
GPR4,G-protein coupled receptor 4,surface,pos. trainingset,,,7,NC:1-22;TM:23-43;CY:44-53;TM:54-73;NC:74-92;TM:93-113;CY:114-133;TM:134-154;NC:155-182;TM:183-204;CY:205-224;TM:225-245;NC:246-266;TM:267-289;CY:290-362,HPA014278,,Cell membrane (Multi-pass membrane protein)
GPR42,G-protein coupled receptor 42,surface,machine learning,,,7,NC:1-15;TM:16-40;CY:41-51;TM:52-70;NC:71-89;TM:90-111;CY:112-131;TM:132-153;NC:154-179;TM:180-203;CY:204-222;TM:223-243;NC:244-256;TM:257-278;CY:279-346,HPA044681,,Cell membrane (Multi-pass membrane protein)
GPR45,Probable G-protein coupled receptor 45,surface,pos. trainingset,,,7,NC:1-34;TM:35-60;CY:61-71;TM:72-98;NC:99-111;TM:112-130;CY:131-149;TM:150-171;NC:172-193;TM:194-218;CY:219-265;TM:266-289;NC:290-300;TM:301-324;CY:325-372,HPA055940,,Cell membrane (Multi-pass membrane protein)
GPR50,Melatonin-related receptor,surface,pos. trainingset,,,7,NC:1-26;TM:27-53;CY:54-64;TM:65-83;NC:84-102;TM:103-125;CY:126-144;TM:145-166;NC:167-186;TM:187-209;CY:210-236;TM:237-262;NC:263-273;TM:274-297;CY:298-617,HPA049862,,Cell membrane (Multi-pass membrane protein)
GPR52,Probable G-protein coupled receptor 52,surface,pos. trainingset,,,7,NC:1-44;TM:45-70;CY:71-82;TM:83-104;NC:105-115;TM:116-137;CY:138-157;TM:158-180;NC:181-200;TM:201-226;CY:227-265;TM:266-286;NC:287-298;TM:299-320;CY:321-361,HPA028575,,Cell membrane (Multi-pass membrane protein)
GPR55,G-protein coupled receptor 55,surface,pos. trainingset,,,7,NC:1-23;TM:24-45;CY:46-56;TM:57-79;NC:80-94;TM:95-117;CY:118-137;TM:138-158;NC:159-180;TM:181-205;CY:206-225;TM:226-248;NC:249-267;TM:268-291;CY:292-319,no,,Cell membrane (Multi-pass membrane protein)
GPR6,G-protein coupled receptor 6,surface,machine learning,,,7,NC:1-74;TM:75-97;CY:98-107;TM:108-133;NC:134-140;TM:141-162;CY:163-182;TM:183-206;NC:207-226;TM:227-246;CY:247-278;TM:279-303;NC:304-308;TM:309-331;CY:332-362,no,,Cell membrane (Multi-pass membrane protein)
GPR61,Probable G-protein coupled receptor 61,surface,machine learning,,,7,NC:1-43;TM:44-67;CY:68-75;TM:76-97;NC:98-116;TM:117-137;CY:138-155;TM:156-178;NC:179-206;TM:207-230;CY:231-285;TM:286-305;NC:306-324;TM:325-344;CY:345-451,HPA007326;HPA026088,,Cell membrane (Multi-pass membrane protein)
GPR62,Probable G-protein coupled receptor 62,surface,pos. trainingset,,,7,NC:1-15;TM:16-39;CY:40-48;TM:49-73;NC:74-92;TM:93-112;CY:113-129;TM:130-150;NC:151-174;TM:175-199;CY:200-238;TM:239-258;NC:259-276;TM:277-293;CY:294-368,HPA031309,,Cell membrane (Multi-pass membrane protein)
